timestamp_utc,label_power_kw,weather_temperature_mean_c,weather_temperature_spread_c,weather_temperature_vc_halle3_c,weather_temperature_zentralgate_c,weather_wind_direction_mean_consistency,weather_wind_direction_mean_cos,weather_wind_direction_mean_sin,weather_wind_direction_vc_halle3_consistency,weather_wind_direction_vc_halle3_cos,weather_wind_direction_vc_halle3_sin,weather_wind_direction_zentralgate_consistency,weather_wind_direction_zentralgate_cos,weather_wind_direction_zentralgate_sin,weather_wind_speed_mean,weather_wind_speed_spread,weather_wind_speed_vc_halle3,weather_wind_speed_zentralgate
2025-09-24T10:00:00Z,957.8853669235754,13.2,0.0,13.2,13.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.7,-4.4,2.5,6.9
2025-10-10T09:00:00Z,1541.99461553504,14.595,-0.3099999999999987,14.440000000000001,14.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.3468075491759715,-1.8653322700691102,3.4141414141414166,5.279473684210527
2025-10-10T10:00:00Z,1580.5438618367084,15.4154532967033,-0.24052197802197384,15.295192307692313,15.535714285714286,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.7472077805342794,-3.1479588681551705,2.173228346456694,5.321187214611864
2025-10-10T11:00:00Z,1568.4876580300509,14.487390350877192,1.049780701754388,15.012280701754387,13.962499999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.529980112516017,-3.6019741139209196,2.728993055555557,6.330967169476477
2025-10-10T12:00:00Z,1573.2719692175865,15.699814814814815,-0.04037037037037372,15.679629629629629,15.720000000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.412998752528015,-3.573641484113627,2.626178010471201,6.199819494584828
2025-10-10T13:00:00Z,1530.3378717094242,15.930376344086028,-0.005913978494609395,15.927419354838722,15.933333333333332,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.400254981496291,-3.178812675153563,2.810848643919509,5.989661319073072
2025-10-10T14:00:00Z,1498.8118540781115,16.075235404896432,0.03935969868174638,16.094915254237304,16.055555555555557,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.556484483356451,-4.316852461858531,2.3980582524271856,6.7149107142857165
2025-10-10T15:00:00Z,1516.856899310944,15.927083333333327,-0.04583333333334494,15.904166666666654,15.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.03191666272227,-3.479770278159071,2.292031523642734,5.771801801801805
2025-10-10T16:00:00Z,1585.4866086836191,15.590384615384618,-0.01923076923076472,15.580769230769237,15.600000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.9111306699240713,-3.4859056292988777,2.1681778552746325,5.65408348457351
2025-10-10T17:00:00Z,1520.9095496486384,14.778535353535357,-0.07929292929292231,14.738888888888896,14.818181818181818,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.299536997457404,-4.065917028424512,2.266578483245148,6.33249551166966
